1.15	930.6443908	126.5382524
2.3	957.6237443	90.1747867
3.44	1002.473642	97.56130027
4.59	980.7904313	86.88084524
5.74	995.5606982	95.97816273
6.89	1077.8915	190.548282
8.04	1023.121297	70.52338461
9.18	1001.082252	70.52338461
10.33	1061.509245	76.8965084
11.48	1095.864026	42.40654543
12.63	1059.321795	44.96769532
13.78	1117.581942	51.36612183
14.92	1140.847384	36.64023509
16.07	1142.467425	46.24788879
17.22	1113.244208	44.96769532
18.37	1121.375066	102.3261831
19.52	1126.789946	83.26333774
20.66	1191.416193	102.3261831
21.81	1132.200281	95.97816273
22.96	1105.103082	83.26333774
24.11	1143.007349	102.3261831
25.256	1137.60608	121.3328235
26.4	1175.307614	474.2073993
27.55	1196.237144	47.52782807
28.7	1116.497782	58.39706358
29.85	1105.646144	32.79316067
31	1148.404096	70.52338461
32.14	1137.60608	76.8965084
33.29144444	1276.588883	277.5793035
