1.15	915.9471343	89.34246609
2.3	967.3269699	52.00561533
3.44	1001.082252	70.52338461
4.59	1018.719512	44.32750324
5.74	1025.321063	39.20367649
6.89	1045.08525	35.99921543
8.04	1094.776208	25.09211742
9.18	1012.111193	89.62388505
10.33	1051.112241	40.48501503
11.48	995.5606982	64.14395393
12.63	998.8741982	45.60782383
13.78	996.1130665	29.58551061
14.92	1000.850899	389.3826005
16.07	1074.072696	31.51029217
17.22	1034.112628	108.6679585
18.37	1073.526968	52.00561533
19.52	1051.65987	60.95186959
20.66	1064.242513	43.68724757
21.81	1006.599081	76.8965084
22.96	1080.617833	40.48501503
24.11	1079.527438	57.75820385
25.256	1039.052619	19.31029157
26.4	1045.08525	31.51029217
27.55	1094.232229	95.97816273
28.7	1029.718344	24.44994836
29.85	1028.069715	60.95186959
31	1118.123954	55.20213157
32.14	1094.776208	39.8443776
33.29144444	1137.60608	289.9169421
