1.15	903.2195306	125.7949614
2.3	970.1004562	57.75820385
3.44	990.0344105	76.8965084
4.59	1052.754989	32.79316067
5.74	1034.112628	70.52338461
6.89	1079.527438	58.39706358
8.04	1054.944667	53.92371527
9.18	1101.843751	53.92371527
10.33	1105.103082	83.26333774
11.48	1105.103082	165.4649267
12.63	1088.789921	76.8965084
13.78	1173.708464	59.67459315
14.92	1083.343014	70.52338461
16.07	984.9456725	814.6194064
17.22	1141.387443	41.12558881
18.37	1137.60608	108.6679585
19.52	1137.60608	83.26333774
20.66	1153.796329	133.9728553
21.81	1192.487827	44.32750324
22.96	1153.796329	59.67459315
24.11	1141.927457	59.03586001
25.256	1137.60608	108.6679585
26.4	1098.582771	38.5629117
27.55	1121.375066	102.3261831
28.7	1101.843751	49.44726062
29.85	1023.660899	217.3710191
31	1072.435373	115.0035012
32.14	1034.112628	70.52338461
33.29144444	1094.232229	89.62388505
