1.15	898.1599692	38.5629117
2.3	973.4270655	102.3261831
3.44	946.2093873	55.84124466
4.59	1012.111193	70.52338461
5.74	984.5033813	43.0469283
6.89	972.8727498	44.32750324
8.04	1008.25321	54.56295511
9.18	1006.599081	89.62388505
10.33	1005.496093	46.88789019
11.48	1028.069715	60.95186959
12.63	1056.039228	83.26333774
13.78	1042.343845	39.8443776
14.92	1099.669947	64.14395393
16.07	1110.531642	102.3261831
17.22	1039.601274	95.97816273
18.37	1083.343014	64.14395393
19.52	1105.103082	47.52782807
20.66	1049.469075	55.84124466
21.81	1088.789921	76.8965084
22.96	1083.343014	102.3261831
24.11	1056.039228	83.26333774
25.256	1026.420664	41.12558881
26.4	1183.909763	57.75820385
27.55	1083.343014	133.9728553
28.7	1061.509245	165.4649267
29.85	1056.039228	115.0035012
31	1056.039228	89.62388505
32.14	1062.602691	34.07577392
33.29144444	1066.974624	83.26333774
34.43941106	1148.404096	140.2835892
