1.15	945.6527262	83.26333774
2.3	923.3467725	43.68724757
3.44	969.5458544	30.22716832
4.59	1022.021132	26.37626368
5.74	990.0344105	76.8965084
6.89	1002.185996	27.66015418
8.04	1028.619305	64.14395393
9.18	1023.121297	83.26333774
10.33	986.1631884	35.35813203
11.48	1023.671309	48.16770243
12.63	1034.112628	41.12558881
13.78	997.2176611	16.73892569
14.92	1077.8915	76.8965084
16.07	1033.563506	28.30200355
17.22	1082.79807	21.23814311
18.37	1074.072696	25.09211742
19.52	1075.709603	43.68724757
20.66	1067.520907	41.12558881
21.81	1129.495681	51.36612183
22.96	1077.8915	83.26333774
24.11	1066.974624	42.40654543
25.256	1039.601274	70.52338461
26.4	1037.406376	40.48501503
27.55	1083.343014	83.26333774
28.7	1066.974624	83.26333774
29.85	1023.121297	76.8965084
31	1039.601274	76.8965084
32.14	1003.841257	52.00561533
33.29144444	1055.491971	54.56295511
34.43941106	1085.522329	60.31326301
