1.15	879.0644611	34.71698486
2.3	978.9676023	37.28119101
3.44	933.9517249	40.48501503
4.59	998.3220665	40.48501503
5.74	1004.944528	50.72656489
6.89	967.3269699	43.68724757
8.04	1022.571238	57.11928079
9.18	958.9993442	62.86730986
10.33	1056.039228	56.4802944
11.48	1056.586438	44.32750324
12.63	1074.072696	31.51029217
13.78	1045.08525	89.62388505
14.92	1078.982172	32.15175833
16.07	1059.321795	32.15175833
17.22	1110.531642	64.14395393
18.37	1060.962452	43.0469283
19.52	1042.89222	62.22889301
20.66	1054.397317	35.35813203
21.81	1072.435373	70.52338461
22.96	1072.435373	53.28441204
24.11	1072.435373	76.8965084
25.256	1087.156332	30.22716832
26.4	1035.759712	50.08694449
27.55	1043.440547	35.35813203
28.7	1069.705576	61.59041292
29.85	1031.366552	35.99921543
31	1032.465122	39.8443776
32.14	1066.428294	55.20213157
33.29144444	1035.210731	47.52782807
34.43941106	1088.789921	76.8965084
