1.15	934.5093973	89.62388505
2.3	1001.634148	36.64023509
3.44	984.5033813	83.26333774
4.59	989.4815211	46.24788879
5.74	1013.763908	40.48501503
6.89	1017.618595	83.26333774
8.04	1027.520078	46.24788879
9.18	1000.53031	49.44726062
10.33	1011.560194	48.80751327
11.48	1061.509245	34.71698486
12.63	1019.82024	38.5629117
13.78	1028.619305	41.76609894
14.92	1071.343593	30.86876217
16.07	1072.435373	83.26333774
17.22	1058.227792	30.22716832
18.37	1078.982172	55.84124466
19.52	1061.509245	34.71698486
20.66	1066.974624	83.26333774
21.81	1093.144135	61.59041292
22.96	1091.511649	41.12558881
24.11	1088.789921	48.80751327
25.256	1135.984816	43.68724757
26.4	1089.334358	39.8443776
27.55	1077.8915	95.97816273
28.7	1105.646144	45.60782383
29.85	1101.843751	32.15175833
31	1111.074246	33.43449919
32.14	1133.281804	55.84124466
33.29144444	1069.705576	56.4802944
33.29144444	1132.200281	95.97816273
